model,embedding_size,droprate,batch_size,learning_rate,best_train,best_val,best_test
0,50,0.1,128,0.001,0.9957291666666667,0.98967246975509,0.9861597914981577
1,50,0.1,128,0.004,0.9994270833333333,0.9887872532287084,0.9884065785926126
2,50,0.1,128,0.007000000000000001,0.949375,0.9864266745352611,0.9859800485306013
3,50,0.1,128,0.01,0.9565104166666667,0.983180878946091,0.9840028758874809
4,50,0.1,256,0.001,0.9978125,0.98967246975509,0.9871483778197178
5,50,0.1,256,0.004,0.9965104166666666,0.9890823251696665,0.9875078637548306
6,50,0.1,256,0.007000000000000001,0.9913541666666666,0.9873118914133963,0.9865192774332704
7,50,0.1,256,0.01,0.9940625,0.9867217468279729,0.9861597914981577
8,50,0.1,384,0.001,0.9995312476158142,0.9881971034725073,0.9852610766603757
9,50,0.1,384,0.004,0.995,0.9890823271043113,0.9850813336928192
10,50,0.1,384,0.007000000000000001,0.9953645825386047,0.9867217395994367,0.986339534465714
11,50,0.1,384,0.01,0.9965104115009308,0.9870168208970401,0.9856205625954885
12,50,0.2,128,0.001,0.9991666666666666,0.9902626143405134,0.9864294059494922
13,50,0.2,128,0.004,0.9968229166666667,0.9887872532287084,0.9863395344871411
14,50,0.2,128,0.007000000000000001,0.995625,0.9855414572877848,0.9853509481441539
15,50,0.2,128,0.01,0.9868229166666667,0.9837710239008557,0.9837332614361463
16,50,0.2,256,0.001,0.9969270833333334,0.9887872532287084,0.9854408196279321
17,50,0.2,256,0.004,0.9988541666666667,0.988197108643285,0.9849914622090411
18,50,0.2,256,0.007000000000000001,0.9980208333333334,0.9861316022425495,0.9865192774332704
19,50,0.2,256,0.01,0.9899479166666667,0.9843611688380327,0.9855306911117102
20,50,0.2,384,0.001,0.9978124952316284,0.9893773995553121,0.986339534465714
21,50,0.2,384,0.004,0.9990624940395355,0.9893773923267759,0.986339534465714
22,50,0.2,384,0.007000000000000001,0.9984895813465119,0.9884921801093758,0.9869686348521615
23,50,0.2,384,0.01,0.9977604138851166,0.9873118912551072,0.9865192774332704
24,50,0.30000000000000004,128,0.001,0.9993229166666666,0.9899675420478017,0.9859800485306013
25,50,0.30000000000000004,128,0.004,0.99671875,0.9893773978141319,0.987238249303496
26,50,0.30000000000000004,128,0.007000000000000001,0.9939583333333334,0.9893773974623783,0.987238249303496
27,50,0.30000000000000004,128,0.01,0.9413020833333333,0.9828858066533793,0.9823851891794734
28,50,0.30000000000000004,256,0.001,0.9938020833333333,0.9890823251696665,0.9859800485520283
29,50,0.30000000000000004,256,0.004,0.9947916666666666,0.9884921809359968,0.987687606722387
30,50,0.30000000000000004,256,0.007000000000000001,0.9940104166666667,0.9855414580088796,0.9869686348521615
31,50,0.30000000000000004,256,0.01,0.9893229166666667,0.9855414580088796,0.9861597914981577
32,50,0.30000000000000004,384,0.001,0.9979687464237214,0.9864266806557735,0.9856205625954885
33,50,0.30000000000000004,384,0.004,0.999843748807907,0.9884921847701108,0.9868787633683832
34,50,0.30000000000000004,384,0.007000000000000001,0.9991145777702332,0.988787243713774,0.9855306911117102
35,50,0.30000000000000004,384,0.01,0.9932812476158142,0.987902032639573,0.9856205625954885
36,50,0.4,128,0.001,0.99890625,0.9920330480967837,0.987687606722387
37,50,0.4,128,0.004,0.9977083333333333,0.9870168194724381,0.9875078637548306
38,50,0.4,128,0.007000000000000001,0.99671875,0.9890823251696665,0.9857104340792666
39,50,0.4,128,0.01,0.9830208333333333,0.9802301567400687,0.9801384020850185
40,50,0.4,256,0.001,0.99515625,0.9899675420478017,0.9871483778197178
41,50,0.4,256,0.004,0.9958333333333333,0.9861316022425495,0.9866990204008268
42,50,0.4,256,0.007000000000000001,0.99640625,0.9867217468279729,0.9870585063573666
43,50,0.4,256,0.01,0.98828125,0.9864266745352611,0.9866990204008268
44,50,0.4,384,0.001,0.9925,0.9902626206193149,0.9868787633683832
45,50,0.4,384,0.004,0.99234375,0.9861315972652362,0.98454210479015
46,50,0.4,384,0.007000000000000001,0.9983333289623261,0.9876069725527107,0.9881369641412779
47,50,0.4,384,0.01,0.9920833349227905,0.9858365294749704,0.9861597914981577
48,100,0.1,128,0.001,0.9946354166666667,0.9879020359988198,0.9865192774332704
49,100,0.1,128,0.004,0.99234375,0.9858365295804965,0.9831940325549041
50,100,0.1,128,0.007000000000000001,0.9869791666666666,0.9846562404096496,0.981756088814453
51,100,0.1,128,0.01,0.98515625,0.9758040723318053,0.9778916150119905
52,100,0.1,256,0.001,0.9949479166666667,0.9905576866332252,0.9855306911117102
53,100,0.1,256,0.004,0.9996354166666667,0.9887872525076136,0.987687606722387
54,100,0.1,256,0.007000000000000001,0.9331770833333334,0.9837710239008557,0.9818459602768042
55,100,0.1,256,0.01,0.9941145833333334,0.985246384995073,0.98454210479015
56,100,0.1,384,0.001,0.9974999940395355,0.9893773923267759,0.9850813336928192
57,100,0.1,384,0.004,0.9931249964237213,0.9876069653241745,0.9853509481441539
58,100,0.1,384,0.007000000000000001,0.9993229138851166,0.9867217484460393,0.9866990204008268
59,100,0.1,384,0.01,0.9965104138851166,0.9870168052967687,0.9858003055630449
60,100,0.2,128,0.001,0.9921354166666667,0.9890823255214202,0.9873281207872742
61,100,0.2,128,0.004,0.9952083333333334,0.9879020359988198,0.9864294059494922
62,100,0.2,128,0.007000000000000001,0.98171875,0.9834759519598976,0.9823851891794734
63,100,0.2,128,0.01,0.9466145833333334,0.9781646506910867,0.9800485306012402
64,100,0.2,256,0.001,0.9919270833333333,0.9905576866332252,0.9855306911117102
65,100,0.2,256,0.004,0.9961979166666667,0.987606963706108,0.9858003055630449
66,100,0.2,256,0.007000000000000001,0.993125,0.9858365303015912,0.9841826188764643
67,100,0.2,256,0.01,0.9929166666666667,0.9852463853644143,0.9841826188550373
68,100,0.2,384,0.001,0.9996874976158142,0.9905576956381169,0.9862496629819358
69,100,0.2,384,0.004,0.9882812464237213,0.9870168141433714,0.9853509481441539
70,100,0.2,384,0.007000000000000001,0.9968749964237213,0.9876069611383068,0.9831940325334771
71,100,0.2,384,0.01,0.9926562464237213,0.9864266692413697,0.9854408196279321
72,100,0.30000000000000004,128,0.001,0.9996875,0.98967246975509,0.9873281207872742
73,100,0.30000000000000004,128,0.004,0.9946875,0.9879020359988198,0.9867888918846051
74,100,0.30000000000000004,128,0.007000000000000001,0.9523958333333333,0.9852463857161678,0.9851712051765975
75,100,0.30000000000000004,128,0.01,0.9477604166666667,0.9805252283116855,0.9827446751145862
76,100,0.30000000000000004,256,0.001,0.9983333333333333,0.9899675420478017,0.9853509481441539
77,100,0.30000000000000004,256,0.004,0.9930208333333334,0.9887872532287084,0.9860699200143794
78,100,0.30000000000000004,256,0.007000000000000001,0.9922916666666667,0.9870168191206846,0.9850813336928192
79,100,0.30000000000000004,256,0.01,0.9856770833333334,0.9843611681169379,0.9854408196279321
80,100,0.30000000000000004,384,0.001,1.0,0.9896724803780482,0.9840028758874809
81,100,0.30000000000000004,384,0.004,0.9988020789623261,0.9896724715314456,0.9866091489170487
82,100,0.30000000000000004,384,0.007000000000000001,0.9960937464237213,0.9887872593140454,0.9851712051765975
83,100,0.30000000000000004,384,0.01,0.9962499976158142,0.9876069678919757,0.9856205625954885
84,100,0.4,128,0.001,0.998125,0.9902626146922671,0.9853509481441539
85,100,0.4,128,0.004,0.9993229166666666,0.98967246975509,0.987238249303496
86,100,0.4,128,0.007000000000000001,0.9903125,0.9858365303015912,0.9850813336928192
87,100,0.4,128,0.01,0.9872395833333333,0.9811153736182039,0.9814864743416913
88,100,0.4,256,0.001,0.9880208333333333,0.9902626146922671,0.9873281207872742
89,100,0.4,256,0.004,0.9979166666666667,0.987606963706108,0.9849914622090411
90,100,0.4,256,0.007000000000000001,0.99703125,0.9867217468279729,0.985890177046823
91,100,0.4,256,0.01,0.9311458333333333,0.9837710242526093,0.9831940325334771
92,100,0.4,384,0.001,0.9995833325386048,0.9890823203506425,0.9839130044037027
93,100,0.4,384,0.004,0.993541671037674,0.9890823245365101,0.9870585063359396
94,100,0.4,384,0.007000000000000001,0.9967187476158142,0.9876069725527107,0.9867888918846051
95,100,0.4,384,0.01,0.9946875011920929,0.9861316128655077,0.9838231329199245
96,300,0.1,128,0.001,0.9942708333333333,0.9890823251696665,0.9875977352386088
97,300,0.1,128,0.004,0.9944270833333333,0.9890823251696665,0.98454210479015
98,300,0.1,128,0.007000000000000001,0.9858333333333333,0.9852463853644143,0.9840927473712591
99,300,0.1,128,0.01,0.94765625,0.9763942165654752,0.9767232857228739
100,300,0.1,256,0.001,0.9975520833333333,0.9902626143405134,0.9861597914981577
101,300,0.1,256,0.004,0.9910416666666667,0.9890823251696665,0.9867888918846051
102,300,0.1,256,0.007000000000000001,0.9891666666666666,0.9834759515905563,0.9827446751360132
103,300,0.1,256,0.01,0.98609375,0.975804072349393,0.9818459602768042
104,300,0.1,384,0.001,0.9999479162693024,0.9911478354045162,0.9860699200143794
105,300,0.1,384,0.004,0.9988541626930236,0.9896724694385117,0.986339534465714
106,300,0.1,384,0.007000000000000001,0.9984374952316284,0.9870168167111725,0.9870585063359396
107,300,0.1,384,0.01,0.9922916686534882,0.9846562354850994,0.9854408196279321
108,300,0.2,128,0.001,0.9946354166666667,0.988197108643285,0.9847218477577064
109,300,0.2,128,0.004,0.9953125,0.9843611688380327,0.9844522333063719
110,300,0.2,128,0.007000000000000001,0.9885416666666667,0.9825907350817624,0.9828345465983643
111,300,0.2,128,0.01,0.9386458333333333,0.9710829156660056,0.9747461130583266
112,300,0.2,256,0.001,0.9970833333333333,0.9899675423995553,0.9870585063359396
113,300,0.2,256,0.004,0.9978125,0.9879020356294784,0.9870585063359396
114,300,0.2,256,0.007000000000000001,0.9919791666666666,0.9852463857161678,0.9798687876336838
115,300,0.2,256,0.01,0.98390625,0.9825907347300088,0.9831041610496989
116,300,0.2,384,0.001,0.9989583277702332,0.989082331290179,0.9848117192414847
117,300,0.2,384,0.004,0.9967187464237213,0.9873118861195048,0.9853509481441539
118,300,0.2,384,0.007000000000000001,0.9973437452316284,0.9864266764699059,0.9856205625954885
119,300,0.2,384,0.01,0.9923437523841858,0.9837710186069643,0.9828345465983643
120,300,0.30000000000000004,128,0.001,0.9969791666666666,0.9876069640578615,0.9847218477577064
121,300,0.30000000000000004,128,0.004,0.9950520833333333,0.9870168191206846,0.9838231329199245
122,300,0.30000000000000004,128,0.007000000000000001,0.98609375,0.9846562411307445,0.9810371169228004
123,300,0.30000000000000004,128,0.01,0.9463541666666667,0.9772794330918567,0.9794194302147928
124,300,0.30000000000000004,256,0.001,0.9964583333333333,0.9896724701068436,0.9848117192414847
125,300,0.30000000000000004,256,0.004,0.99359375,0.9890823255214202,0.9866990204008268
126,300,0.30000000000000004,256,0.007000000000000001,0.9924479166666667,0.985541457657126,0.9855306911117102
127,300,0.30000000000000004,256,0.01,0.9884375,0.9799350840956034,0.9831940325334771
128,300,0.30000000000000004,384,0.001,0.9925000023841858,0.9890823271043113,0.9854408196279321
129,300,0.30000000000000004,384,0.004,0.9986979138851165,0.9879020310215065,0.9862496629819358
130,300,0.30000000000000004,384,0.007000000000000001,0.9957812488079071,0.9887872546533104,0.9866091489170487
131,300,0.30000000000000004,384,0.01,0.9915625023841858,0.9861316065867062,0.9814864743416913
132,300,0.4,128,0.001,0.9989583333333333,0.9893773974623783,0.9855306911117102
133,300,0.4,128,0.004,0.9963541666666667,0.9887872528769549,0.9871483778197178
134,300,0.4,128,0.007000000000000001,0.9809895833333333,0.982000590496339,0.98355351846859
135,300,0.4,128,0.01,0.96640625,0.9669519031987003,0.9693538240316347
136,300,0.4,256,0.001,0.9986979166666666,0.9890823255214202,0.986339534465714
137,300,0.4,256,0.004,0.99984375,0.9899675416784605,0.986339534465714
138,300,0.4,256,0.007000000000000001,0.9929166666666667,0.9858365303015912,0.9849914622090411
139,300,0.4,256,0.01,0.9378645833333333,0.9831808793154323,0.9831041610496989
140,300,0.4,384,0.001,0.9983854138851166,0.9884921894308458,0.9841826188550373
141,300,0.4,384,0.004,0.994322921037674,0.9876069674171083,0.9856205625954885
142,300,0.4,384,0.007000000000000001,0.9956770825386048,0.9881971102261762,0.9862496629819358
143,300,0.4,384,0.01,0.984531251192093,0.9849513151646364,0.9820257032443606
